ref;method;size;mean;median;minimum;maximum;samples;memory;allocs;gcmean;gcmedian;gcminimum;gcmaximum
5;classicBP;10;3.4348015400000002e-6;2.7430000000000002e-6;2.532e-6;0.0047883430000000005;100000;7488;72;5.220962700000001e-7;0.0;0.0;0.004777969
5;quaternionBP;10;2.62289536e-6;2.102e-6;1.973e-6;0.0062213830000000005;100000;4880;71;3.8241771e-7;0.0;0.0;0.006204186
5;classicBP;100;2.414003411e-5;2.1382000000000003e-5;2.0375e-5;0.0038080120000000004;100000;55040;432;2.37878339e-6;0.0;0.0;0.0037584190000000003
5;quaternionBP;100;1.672724695e-5;1.499e-5;1.4329000000000001e-5;0.0046898800000000004;100000;23632;431;1.4078335500000003e-6;0.0;0.0;0.004651865000000001
5;classicBP;200;4.7094911800000005e-5;4.2028000000000005e-5;4.0303000000000004e-5;0.0037359760000000002;100000;108064;832;4.440782440000001e-6;0.0;0.0;0.0036451960000000003
5;quaternionBP;200;3.2196028460000003e-5;2.9261000000000003e-5;2.8172e-5;0.004542018;100000;44656;831;2.4539955500000003e-6;0.0;0.0;0.004483756
5;classicBP;300;7.195460747000001e-5;6.432600000000001e-5;6.1043e-5;0.0037963590000000005;100000;160768;1232;6.838433200000001e-6;0.0;0.0;0.0036836750000000004
5;quaternionBP;300;4.886373146000001e-5;4.4323e-5;4.2606000000000005e-5;0.0046799860000000006;100000;65360;1231;3.84850324e-6;0.0;0.0;0.004523674
5;classicBP;400;9.748208652e-5;8.751600000000001e-5;8.322100000000001e-5;0.0037791200000000004;100000;213504;1632;9.00814029e-6;0.0;0.0;0.003638131
5;quaternionBP;400;6.53619018e-5;5.9332e-5;5.7073e-5;0.004584801;100000;86096;1631;5.041242980000001e-6;0.0;0.0;0.004423583
5;classicBP;500;0.00012482404652;0.0001120545;0.000107458;0.003794102;100000;266368;2032;1.1398653210000001e-5;0.0;0.0;0.0036124630000000002
5;quaternionBP;500;8.282986388000001e-5;7.5331e-5;7.216400000000001e-5;0.004648167;100000;106960;2031;6.07700617e-6;0.0;0.0;0.004467489000000001
5;classicBP;600;0.00015096152167;0.00013503;0.000130281;0.003930849;100000;321952;2610;1.4275249760000001e-5;0.0;0.0;0.0036852440000000003
5;quaternionBP;600;0.00010101201820000001;9.115700000000001e-5;8.7834e-5;0.0048382780000000005;100000;130544;2609;7.93763608e-6;0.0;0.0;0.0046417260000000005
5;classicBP;700;0.00018198852875;0.0001626525;0.00015697200000000001;0.004088825;100000;378016;3210;1.717546054e-5;0.0;0.0;0.003778009
5;quaternionBP;700;0.00012026148514000001;0.000108169;0.000104504;0.004891402;100000;154608;3209;9.836858630000002e-6;0.0;0.0;0.004684716
5;classicBP;800;0.00021135330349;0.00018905400000000002;0.00018141;0.003962376;100000;433952;3810;2.0246094700000004e-5;0.0;0.0;0.0037301400000000003
5;quaternionBP;800;0.0001407435904;0.000126343;0.00012200600000000001;0.004994957;100000;178544;3809;1.167802153e-5;0.0;0.0;0.004772025
5;classicBP;900;0.0002388406429;0.00021293400000000002;0.00020471600000000002;0.004246655;100000;490016;4410;2.3223464810000003e-5;0.0;0.0;0.003851918
5;quaternionBP;900;0.00016200924624000003;0.00014513700000000002;0.00014048400000000002;0.005057983;100000;202608;4409;1.3511347100000002e-5;0.0;0.0;0.00484433
5;classicBP;1000;0.00026429658359;0.000235559;0.00022578700000000003;0.004398028;100000;545952;5010;2.6275922e-5;0.0;0.0;0.003960489
5;quaternionBP;1000;0.00017894473278;0.000159963;0.00015412000000000002;0.005122853;100000;226544;5009;1.5100511060000001e-5;0.0;0.0;0.004883954
5;classicBP;2000;0.00054663509428;0.000484611;0.000469572;0.0046653070000000005;100000;1105952;11010;5.767088614e-5;0.0;0.0;0.00401824
5;quaternionBP;2000;0.00037256392537000005;0.000335991;0.000326286;0.005218429;100000;466544;11009;3.031406741e-5;0.0;0.0;0.004819177
5;classicBP;3000;0.0008329856538700001;0.000734508;0.000711744;0.005203154000000001;100000;1665856;17012;9.227694626e-5;0.0;0.0;0.004223262
5;quaternionBP;3000;0.00056711665741;0.000512444;0.00049807;0.005447599;100000;706448;17011;4.726359589e-5;0.0;0.0;0.0048405950000000005
