ref;method;size;mean;median;minimum;maximum;samples;memory;allocs;gcmean;gcmedian;gcminimum;gcmaximum
900;classicBP;10;3.9830143000000004e-6;3.226e-6;2.989e-6;0.00473971;100000;9120;78;5.7677778e-7;0.0;0.0;0.004719755
900;quaternionBP;10;3.3375670900000003e-6;2.5290000000000003e-6;2.362e-6;0.006083627;100000;6512;77;6.5913208e-7;0.0;0.0;0.006066593
900;classicBP;100;0.00010484237377000001;0.00010035500000000001;9.612800000000001e-5;0.004047309000000001;100000;79136;456;3.4955878500000002e-6;0.0;0.0;0.0038379610000000004
900;quaternionBP;100;9.727226025000002e-5;9.3127e-5;8.941500000000001e-5;0.00511651;100000;47728;455;3.2507974300000005e-6;0.0;0.0;0.004608523000000001
900;classicBP;200;0.00038858205987;0.00037870300000000004;0.000363222;0.0043388540000000005;100000;157120;862;7.21851228e-6;0.0;0.0;0.0039045720000000003
900;quaternionBP;200;0.00036710344760000006;0.0003576375;0.000345891;0.006009975000000001;100000;93712;861;6.6272763200000006e-6;0.0;0.0;0.005082151
900;classicBP;300;0.0009055256330800001;0.00088745;0.0008772890000000001;0.005281086;100000;259360;1268;1.1720350420000001e-5;0.0;0.0;0.003897263
900;quaternionBP;300;0.0008769478002600001;0.000859857;0.000848615;0.006489156;100000;163952;1267;1.114017593e-5;0.0;0.0;0.005053142
900;classicBP;400;0.0014102922277200002;0.001386628;0.001371052;0.005916381;100000;312096;1668;1.4104278070000002e-5;0.0;0.0;0.003999152000000001
900;quaternionBP;400;0.00137035442357;0.001349533;0.001333011;0.007032275;100000;184688;1667;1.194937027e-5;0.0;0.0;0.0050802220000000006
900;classicBP;500;0.0028760420572500004;0.002841494;0.002763789;0.0074970060000000005;100000;364960;2068;1.616342693e-5;0.0;0.0;0.004107997
900;quaternionBP;500;0.0028450164246200003;0.0027913290000000004;0.0027058940000000004;0.009385058;100000;205552;2067;1.2634229980000001e-5;0.0;0.0;0.0035128530000000002
900;classicBP;600;0.004008047616564212;0.003956852;0.0038177920000000004;0.008935704000000001;74667;519232;2652;2.1706426962379635e-5;0.0;0.0;0.004108238
900;quaternionBP;600;0.003929021009979385;0.0038782400000000002;0.003745757;0.009722173;76157;327824;2651;1.912091060572239e-5;0.0;0.0;0.004828886
900;classicBP;700;0.00868794746304619;0.008619662;0.008419009;0.013776848000000001;34489;575296;3252;2.391746046565572e-5;0.0;0.0;0.004264536
900;quaternionBP;700;0.008580639284265995;0.008520008;0.008286533;0.014797914;34918;351888;3251;1.993538166561659e-5;0.0;0.0;0.0053270850000000005
900;classicBP;800;0.009459369934168982;0.009401833;0.009234326000000001;0.01457426;31672;631232;3852;2.63196914309169e-5;0.0;0.0;0.004483496
900;quaternionBP;800;0.009335034360350254;0.009286800000000001;0.009110653;0.015517795000000001;32091;375824;3851;2.0517812751238666e-5;0.0;0.0;0.0053929780000000005
900;classicBP;900;0.0169750548806342;0.0168495335;0.016473711000000002;0.02483965;17660;687296;4452;3.6991868403171006e-5;0.0;0.0;0.006658033000000001
900;quaternionBP;900;0.016759267681650453;0.0166879765;0.016358239;0.024463833;17886;399888;4451;1.76104770770435e-5;0.0;0.0;0.006123198000000001
900;classicBP;1000;0.017782234102996147;0.017651406;0.017413765;0.026418198;16855;743232;5052;4.602839626223673e-5;0.0;0.0;0.0077734710000000005
900;quaternionBP;1000;0.017512739015075378;0.0174627795;0.017287735000000002;0.024614536000000003;17114;423824;5051;1.8930061470141406e-5;0.0;0.0;0.006237137
900;classicBP;2000;0.08399099451050127;0.083942951;0.082974236;0.10329616300000001;3571;1303232;11052;0.00013807587006440774;0.0;0.0;0.018992516
900;quaternionBP;2000;0.08314059385421287;0.0830821895;0.08242653900000001;0.098160675;3608;663824;11051;5.1847031873614195e-5;0.0;0.0;0.014413489000000002
900;classicBP;3000;0.1444744682412133;0.14429133300000002;0.14282112800000002;0.17297084000000001;2077;1863136;17054;0.00021623362686567165;0.0;0.0;0.027432441000000002
900;quaternionBP;3000;0.14299583531506196;0.1428921085;0.141633337;0.167690092;2098;903728;17053;8.604998522402289e-5;0.0;0.0;0.023399817
