ref;method;size;mean;median;minimum;maximum;samples;memory;allocs;gcmean;gcmedian;gcminimum;gcmaximum
600;classicBP;10;4.00288872e-6;3.2110000000000003e-6;2.979e-6;0.004678794;100000;9120;78;6.0977419e-7;0.0;0.0;0.004666028
600;quaternionBP;10;3.32300259e-6;2.5340000000000002e-6;2.3550000000000003e-6;0.006019024;100000;6512;77;6.461081000000001e-7;0.0;0.0;0.0060025270000000006
600;classicBP;100;0.00010453903964;0.00010007600000000001;9.624e-5;0.003913145;100000;79136;456;3.4506426200000005e-6;0.0;0.0;0.0037822880000000004
600;quaternionBP;100;9.712477393e-5;9.3053e-5;8.907500000000001e-5;0.0054124310000000005;100000;47728;455;3.1891706600000006e-6;0.0;0.0;0.004926687
600;classicBP;200;0.00039040649907000005;0.00038045;0.000373675;0.004524981;100000;157120;862;7.06519849e-6;0.0;0.0;0.003804632
600;quaternionBP;200;0.00037008794687;0.00036071750000000004;0.000353947;0.005787429;100000;93712;861;6.44764371e-6;0.0;0.0;0.0049501350000000005
600;classicBP;300;0.0008839994967800001;0.0008673590000000001;0.000859012;0.005145237;100000;259360;1268;1.133948663e-5;0.0;0.0;0.003854384
600;quaternionBP;300;0.00085734928545;0.00084144;0.000830826;0.005973553;100000;163952;1267;1.086947451e-5;0.0;0.0;0.004642201
600;classicBP;400;0.0014090292333700002;0.001385958;0.001370293;0.005969393000000001;100000;312096;1668;1.3639384310000001e-5;0.0;0.0;0.003995976
600;quaternionBP;400;0.0013709817211;0.001349249;0.001333526;0.007029437;100000;184688;1667;1.169858907e-5;0.0;0.0;0.005039842
600;classicBP;500;0.0024969882876400003;0.0024550595;0.0024012580000000003;0.007208928000000001;100000;364960;2068;1.570997166e-5;0.0;0.0;0.004034617
600;quaternionBP;500;0.00244516853086;0.0024094055;0.002352008;0.008191051000000001;100000;205552;2067;1.2299581860000001e-5;0.0;0.0;0.004971408
600;classicBP;600;0.004015689105318949;0.0039707430000000005;0.003839826;0.009127001000000001;74526;519232;2652;2.010739885409119e-5;0.0;0.0;0.004249283
600;quaternionBP;600;0.003925817733446163;0.003888631;0.0037515350000000003;0.009893327;76221;327824;2651;1.680559997900841e-5;0.0;0.0;0.005211523
600;classicBP;700;0.008306236847584985;0.0082272135;0.008014918000000001;0.014188790000000001;36066;575296;3252;2.2732083180835136e-5;0.0;0.0;0.002954509
600;quaternionBP;700;0.008197248593218949;0.008131097;0.00789637;0.014597163000000002;36543;351888;3251;1.78559557781244e-5;0.0;0.0;0.005324013000000001
600;classicBP;800;0.01148373040937488;0.011421354;0.011265249000000001;0.016993329;26091;631232;3852;2.5849078532827413e-5;0.0;0.0;0.004716306
600;quaternionBP;800;0.01136363599487977;0.011307549;0.011155482000000001;0.017815699;26366;375824;3851;1.8820933437002202e-5;0.0;0.0;0.005493156000000001
600;classicBP;900;0.016847497472370566;0.016772367;0.016610484000000002;0.022998900000000003;17789;687296;4452;2.8766290797683966e-5;0.0;0.0;0.0050594540000000006
600;quaternionBP;900;0.016691822879803943;0.016627923500000003;0.016479221000000002;0.02359377;17954;399888;4451;1.9896614737662918e-5;0.0;0.0;0.0058028770000000006
600;classicBP;1000;0.0196264396175758;0.019551368;0.019423777;0.025469251000000002;15271;743232;5052;3.413179575666296e-5;0.0;0.0;0.005266576
600;quaternionBP;1000;0.019443915575905024;0.0193954135;0.019275241000000002;0.025738688000000003;15414;423824;5051;2.0625234916309848e-5;0.0;0.0;0.005803237
600;classicBP;2000;0.05323871871844488;0.052987597000000004;0.052673439;0.06640282900000001;5633;1303232;11052;0.000114326463873602;0.0;0.0;0.012609460000000001
600;quaternionBP;2000;0.052628236790628294;0.052550771;0.052325309;0.06585697900000001;5698;663824;11051;4.2207880835380835e-5;0.0;0.0;0.0
600;classicBP;3000;0.08506917611003971;0.08507521150000001;0.08400990300000001;0.10590294700000001;3526;1863136;17054;0.0002018936270561543;0.0;0.0;0.020127539
600;quaternionBP;3000;0.08406978118946189;0.083965125;0.08344338400000001;0.10075460400000001;3568;903728;17053;8.141988396860987e-5;0.0;0.0;0.016310828
