ref;method;size;mean;median;minimum;maximum
700;classicBP;10;8.454228499999999e-6;5.989333333333334e-6;5.2108333333333336e-6;0.0009016086666666667
700;quaternionBP;10;5.365785e-6;4.7223125000000005e-6;3.729375e-6;0.00071778675
700;classicBP;100;0.00023588152;0.000211224;0.00020633600000000002;0.00486668
700;quaternionBP;100;0.000195595069;0.000190327;0.00018252400000000002;0.005325558
700;classicBP;200;0.00075870424;0.0007156565;0.0007067590000000001;0.005156545
700;quaternionBP;200;0.0006879124780000001;0.0006704645;0.0006624280000000001;0.00584313
700;classicBP;300;0.0017138303330000001;0.0016498695000000002;0.0016279010000000002;0.0060201410000000006
700;quaternionBP;300;0.001602865244;0.0015722875;0.001552926;0.006609538000000001
700;classicBP;400;0.003485690454;0.0033972895;0.0033472640000000004;0.008008291
700;quaternionBP;400;0.00331274351;0.0032736935;0.003231369;0.008158715
700;classicBP;500;0.0061765930234857856;0.006059953000000001;0.006003991;0.010974345
700;quaternionBP;500;0.00595397773420739;0.005903995;0.005859186000000001;0.010796184
700;classicBP;600;0.009463027;0.009328416;0.009257330000000001;0.013731805000000001
700;quaternionBP;600;0.009173592117431194;0.009118691;0.00904301;0.013880705
700;classicBP;700;0.01821374113818182;0.017972793;0.017833817000000002;0.022582061
700;quaternionBP;700;0.017536359573426575;0.017440398000000003;0.017335068000000002;0.022402444
700;classicBP;800;0.020363859353658538;0.020105025000000002;0.019974494000000002;0.024757754
700;quaternionBP;800;0.019599829933333333;0.019516555;0.019423545;0.024421188
700;classicBP;900;0.005372272004301075;0.005235916;0.005186578000000001;0.009717206
700;quaternionBP;900;0.005028906579476862;0.004973726;0.004937459;0.010016147000000001
700;classicBP;1000;0.008435694525337838;0.008273764000000001;0.008210408;0.012873848
700;quaternionBP;1000;0.00802010369823435;0.007957529;0.007906883;0.012737363000000002
700;classicBP;2000;0.002860280903;0.0027319605;0.002697952;0.007730932
700;quaternionBP;2000;0.0026290007799999997;0.0025619410000000003;0.00253769;0.007893762
700;classicBP;3000;0.03701240349264706;0.036660421500000005;0.036449858;0.041438372
700;quaternionBP;3000;0.03587336236428572;0.035735879000000005;0.035594456000000003;0.040671772
