ref;method;size;mean;median;minimum;maximum
500;classicBP;10;1.0091579666666667e-5;6.433583333333335e-6;5.796333333333333e-6;0.0015117276666666668
500;quaternionBP;10;7.0760911428571424e-6;5.172000000000001e-6;4.238714285714286e-6;0.0019055912857142859
500;classicBP;100;0.000268429412;0.00023601050000000002;0.000229449;0.006746327000000001
500;quaternionBP;100;0.00021943108300000001;0.00021190500000000003;0.00020327700000000003;0.007610767
500;classicBP;200;0.000993011666;0.0009277430000000001;0.000910766;0.0076147490000000005
500;quaternionBP;200;0.0008970996380000001;0.0008654675;0.000853956;0.008710059000000001
500;classicBP;300;0.002837493517;0.002696118;0.00222506;0.009309343000000001
500;quaternionBP;300;0.0024231668130000003;0.002242468;0.0018678640000000001;0.010018373
500;classicBP;400;0.006591374490765171;0.006402526;0.005995959;0.012105829
500;quaternionBP;400;0.005565399461538462;0.005337935;0.004989981;0.011869236
500;classicBP;500;0.007566216186363637;0.007443952500000001;0.006854617;0.012769279000000001
500;quaternionBP;500;0.0074042183540740745;0.0073254900000000005;0.0070270770000000005;0.012523630000000001
500;classicBP;600;0.011838694075829383;0.011755339500000002;0.011138776000000001;0.016943396
500;quaternionBP;600;0.01196266093062201;0.011899547500000001;0.011462101;0.016947617
500;classicBP;700;0.02710124841621622;0.02693221;0.026470738;0.031893148
500;quaternionBP;700;0.02579417787628866;0.025634616500000002;0.025356846000000002;0.030778207000000002
500;classicBP;800;0.028787029885057474;0.028702331;0.027742649;0.034188469
500;quaternionBP;800;0.02818220170224719;0.028089024;0.027100598;0.033593790000000005
500;classicBP;900;0.00660190771031746;0.006367363500000001;0.006137814;0.012615336000000001
500;quaternionBP;900;0.0060426419358353516;0.0059306465;0.005835098;0.012231007
500;classicBP;1000;0.010898617694989109;0.010794356000000001;0.009848259;0.016183973
500;quaternionBP;1000;0.010276139738683127;0.010135352;0.009860389;0.015919421
500;classicBP;2000;0.003161027351;0.003033516;0.002968567;0.008756241000000001
500;quaternionBP;2000;0.003084260136;0.0030073815;0.002932933;0.009694672000000001
500;classicBP;3000;0.042172520571428576;0.042132447;0.040774896000000005;0.048550931000000005
500;quaternionBP;3000;0.04037550077419355;0.0400799115;0.03987985;0.045115501
