ref;method;size;mean;median;minimum;maximum
100;classicBP;10;8.049577166666667e-6;5.9515000000000005e-6;5.052666666666667e-6;0.0008111315
100;quaternionBP;10;5.0680703750000004e-6;4.3249375e-6;3.6081250000000003e-6;0.0006635415000000001
100;classicBP;100;0.000234940831;0.000216235;0.00020694300000000001;0.0034816060000000004
100;quaternionBP;100;0.000197603114;0.000192422;0.00018299;0.0037110850000000003
100;classicBP;200;0.00085210932;0.0008264545000000001;0.000794381;0.004140042
100;quaternionBP;200;0.000781035998;0.0007666915000000001;0.000740207;0.004409775
100;classicBP;300;0.001196724632;0.001156529;0.0011086800000000001;0.004541866
100;quaternionBP;300;0.001097025433;0.0010832075;0.001043604;0.005027262
100;classicBP;400;0.0016064687850000001;0.001551941;0.0014909670000000002;0.0049952550000000005
100;quaternionBP;400;0.0014883697050000002;0.001468628;0.001397847;0.005592452
100;classicBP;500;0.00209410763;0.00201984;0.0019337050000000002;0.005485569
100;quaternionBP;500;0.0019193735430000003;0.0018933785000000002;0.0018113550000000002;0.006036597
100;classicBP;600;0.0026869569690000004;0.0026084695;0.002503356;0.006049363
100;quaternionBP;600;0.0026119719350000004;0.002583852;0.0024223020000000003;0.006892709
100;classicBP;700;0.0036362331140000004;0.0035607525;0.0030420160000000003;0.007020791
100;quaternionBP;700;0.003392043065;0.0033540535000000002;0.0031662540000000003;0.007620682
100;classicBP;800;0.003914140469;0.0037951335;0.0036071130000000003;0.007598972000000001
100;quaternionBP;800;0.0035433875370000003;0.003496383;0.003382555;0.007602135
100;classicBP;900;0.005330508196581197;0.0051957075000000005;0.004626413;0.009555636000000001
100;quaternionBP;900;0.004832697462;0.0047932735;0.004307541000000001;0.00930137
100;classicBP;1000;0.00588137250647821;0.0057543080000000005;0.005400275;0.009645731000000001
100;quaternionBP;1000;0.0054071809436619725;0.005348854;0.005135862000000001;0.009964631
100;classicBP;2000;0.011990078930455637;0.011724962;0.011000816;0.016654447
100;quaternionBP;2000;0.011365214440909092;0.0112460395;0.01050825;0.016180814
100;classicBP;3000;0.018553340062962966;0.018252156000000002;0.017130714000000002;0.023004565
100;quaternionBP;3000;0.017511518304195804;0.017313725500000002;0.016764909;0.022614261
