ref;method;size;mean;median;minimum;maximum
300;classicBP;10;8.140345166666669e-6;6.080583333333334e-6;5.349833333333333e-6;0.0007526191666666666
300;quaternionBP;10;5.417546e-6;4.521714285714286e-6;3.872857142857143e-6;0.0007012641428571428
300;classicBP;100;0.000253742116;0.0002310225;0.00022381700000000002;0.004406565
300;quaternionBP;100;0.000212282973;0.0002074035;0.00019970800000000002;0.004780717
300;classicBP;200;0.0009399651840000001;0.0008964730000000001;0.0008806650000000001;0.005264828
300;quaternionBP;200;0.000850558254;0.0008347750000000001;0.0008245170000000001;0.005148769
300;classicBP;300;0.0023202832289999998;0.0022393925;0.001967789;0.006588062
300;quaternionBP;300;0.0024967290320000004;0.0024536215;0.002212457;0.00741898
300;classicBP;400;0.006375758176245211;0.006167906000000001;0.005688233;0.011108036
300;quaternionBP;400;0.006244428828750001;0.0060030895;0.0050466140000000005;0.011803746
300;classicBP;500;0.007856043871069184;0.0077673285;0.007228160000000001;0.011983230000000001
300;quaternionBP;500;0.007634206394495413;0.007626384000000001;0.007013615000000001;0.012134772
300;classicBP;600;0.01113123850556793;0.011005111000000001;0.010852185;0.015229520000000002
300;quaternionBP;600;0.010709077927194862;0.010654275000000001;0.010530596000000001;0.015527744000000001
300;classicBP;700;0.02455236030882353;0.024583909;0.02313356;0.028888755000000002
300;quaternionBP;700;0.023628766264150947;0.0235722935;0.023210909000000002;0.028183921
300;classicBP;800;0.024615970206896553;0.024428447000000002;0.023437931000000002;0.028893086000000002
300;quaternionBP;800;0.023226086592592593;0.0230395875;0.022638377;0.027646413
300;classicBP;900;0.007210734634920636;0.007064531000000001;0.0069115620000000004;0.011797976
300;quaternionBP;900;0.0069149329030470915;0.0068709140000000005;0.006716415000000001;0.011936356
300;classicBP;1000;0.010739581409871246;0.010547643;0.01039277;0.015187064
300;quaternionBP;1000;0.010633584534042555;0.010725828500000001;0.01013822;0.015762157000000002
300;classicBP;2000;0.003437600345;0.0033298195;0.0032368960000000004;0.007953013
300;quaternionBP;2000;0.003220783842;0.00316984;0.003119694;0.007998502000000001
300;classicBP;3000;0.054777266521739136;0.0543017145;0.052654224000000006;0.05952173400000001
300;quaternionBP;3000;0.054528924836956524;0.05441937350000001;0.053900065000000004;0.059961287
