ref;method;size;mean;median;minimum;maximum
3;classicBP;10;4.9375865000000005e-6;3.67525e-6;3.496e-6;0.0003542075
3;quaternionBP;10;3.070134888888889e-6;2.663277777777778e-6;2.4314444444444445e-6;0.0003757281111111111
3;classicBP;100;4.8741350000000004e-5;3.5984e-5;3.4044e-5;0.0025019530000000003
3;quaternionBP;100;2.5300045e-5;2.1644e-5;2.055e-5;0.0031946580000000004
3;classicBP;200;9.097571300000001e-5;7.0782e-5;6.857e-5;0.00248787
3;quaternionBP;200;4.528643e-5;4.1703500000000005e-5;4.0023e-5;0.0031966700000000004
3;classicBP;300;0.00013541889000000002;0.000108194;0.00010385900000000001;0.002517207
3;quaternionBP;300;6.8848814e-5;6.16625e-5;6.0651000000000006e-5;0.0034345620000000004
3;classicBP;400;0.000183586696;0.000146467;0.00014228800000000002;0.0026422100000000003
3;quaternionBP;400;9.323742200000001e-5;8.2989e-5;8.0602e-5;0.003405973
3;classicBP;500;0.000230043172;0.0001842375;0.000179569;0.0027080100000000003
3;quaternionBP;500;0.000118318535;0.00010482750000000001;0.000102231;0.0033607650000000004
3;classicBP;600;0.000287972557;0.000230895;0.00022164500000000002;0.002849242
3;quaternionBP;600;0.000145861562;0.00012888450000000002;0.000126119;0.003407499
3;classicBP;700;0.000329565695;0.000265656;0.000259476;0.0028864700000000004
3;quaternionBP;700;0.0001752018;0.000154673;0.00015153600000000002;0.0034831830000000004
3;classicBP;800;0.000378755011;0.00030672;0.00029961100000000003;0.002884202
3;quaternionBP;800;0.000202180561;0.00017746450000000002;0.000172721;0.003654079
3;classicBP;900;0.00043782723400000005;0.00035068050000000003;0.00033731500000000003;0.00306767
3;quaternionBP;900;0.00023370016500000003;0.00020347150000000003;0.00019586400000000002;0.0037753350000000003
3;classicBP;1000;0.000493041743;0.0003959195;0.000380364;0.0032795940000000003
3;quaternionBP;1000;0.00026690841100000004;0.0002319365;0.000224352;0.003925102000000001
3;classicBP;2000;0.000990613702;0.0007963795;0.000762932;0.003941662
3;quaternionBP;2000;0.000548339811;0.0004708;0.00045472000000000004;0.004537659
3;classicBP;3000;0.001539180802;0.001226896;0.0011652890000000001;0.004834228
3;quaternionBP;3000;0.0008390145720000001;0.0007206910000000001;0.000696167;0.004892097000000001
