ref;method;size;mean;median;minimum;maximum
5;classicBP;10;7.010921857142858e-6;5.378785714285714e-6;4.5967142857142855e-6;0.0006003757142857143
5;quaternionBP;10;4.370797375e-6;3.7024375000000004e-6;3.16575e-6;0.0006320086250000001
5;classicBP;100;6.8676126e-5;5.3614500000000006e-5;5.0678000000000005e-5;0.0032857100000000003
5;quaternionBP;100;3.8522131000000007e-5;3.42135e-5;3.2177e-5;0.003967640000000001
5;classicBP;200;0.000130284959;0.000101711;9.6737e-5;0.003278856
5;quaternionBP;200;7.273373900000001e-5;6.39045e-5;6.111e-5;0.004036951
5;classicBP;300;0.000197611129;0.000158865;0.000150747;0.003389917
5;quaternionBP;300;0.000109820503;9.6178e-5;9.262300000000001e-5;0.004157283
5;classicBP;400;0.000268138147;0.00021683300000000002;0.000208619;0.003383324
5;quaternionBP;400;0.00015034868900000003;0.00013302150000000002;0.000127596;0.004076941000000001
5;classicBP;500;0.00034753744600000004;0.00028606700000000004;0.00027642000000000004;0.003488773
5;quaternionBP;500;0.000198808672;0.00017660900000000002;0.000170043;0.004169827
5;classicBP;600;0.00041805206500000004;0.00034455;0.000330679;0.003687142
5;quaternionBP;600;0.00024622875700000004;0.000219749;0.00021162900000000002;0.0042487900000000006
5;classicBP;700;0.000501604213;0.0004202965;0.000404651;0.003560567
5;quaternionBP;700;0.000305723439;0.0002749105;0.00026553000000000004;0.004246215
5;classicBP;800;0.000548529253;0.00045589400000000004;0.000439087;0.0036877190000000003
5;quaternionBP;800;0.00033388932000000005;0.0002999135;0.000292091;0.004202765000000001
5;classicBP;900;0.000614599858;0.000509214;0.000492797;0.0036444190000000003
5;quaternionBP;900;0.000370934519;0.000332081;0.00032103700000000004;0.004304863
5;classicBP;1000;0.000683740905;0.0005648480000000001;0.000545984;0.0038300960000000003
5;quaternionBP;1000;0.000413249045;0.00037013300000000003;0.00035829000000000004;0.004384777
5;classicBP;2000;0.0013947096140000002;0.0011499055;0.0011027130000000002;0.004912603000000001
5;quaternionBP;2000;0.000843673774;0.000752271;0.0007294550000000001;0.004894735
5;classicBP;3000;0.0021825879410000003;0.001789355;0.001702832;0.005690967000000001
5;quaternionBP;3000;0.001322499465;0.0011730715;0.001106095;0.005857551000000001
