ref;method;size;mean;median;minimum;maximum
10;classicBP;10;7.559053833333334e-6;5.6898333333333335e-6;4.949e-6;0.000705262
10;quaternionBP;10;4.95411525e-6;4.220625e-6;3.66425e-6;0.0006202935
10;classicBP;100;7.624609600000001e-5;6.18245e-5;5.9697e-5;0.0031102710000000004
10;quaternionBP;100;4.7018595000000004e-5;4.3122500000000006e-5;4.1364000000000006e-5;0.003671249
10;classicBP;200;0.000153659123;0.0001263605;0.000120799;0.0031441000000000004
10;quaternionBP;200;9.4925437e-5;8.716150000000001e-5;8.3466e-5;0.0036826830000000004
10;classicBP;300;0.00024187664000000002;0.00020513200000000001;0.00019821200000000002;0.0032051170000000004
10;quaternionBP;300;0.000147507072;0.000135177;0.000129522;0.0039252950000000005
10;classicBP;400;0.000330811004;0.00028158800000000004;0.000274456;0.00329845
10;quaternionBP;400;0.0002102549;0.00019403550000000002;0.000189032;0.003979054
10;classicBP;500;0.00041039231000000005;0.00035213450000000005;0.000345581;0.003388292
10;quaternionBP;500;0.000267502556;0.0002473985;0.00024205300000000002;0.00401718
10;classicBP;600;0.000499403258;0.00042929750000000004;0.00042128500000000003;0.0034713430000000004
10;quaternionBP;600;0.000331815787;0.00030814650000000004;0.000301145;0.0040109640000000005
10;classicBP;700;0.000580620206;0.0004979585;0.000488892;0.0035692310000000004
10;quaternionBP;700;0.00038359757;0.00035620350000000004;0.000348294;0.0040510730000000005
10;classicBP;800;0.000671809624;0.000579448;0.000570148;0.0037422260000000004
10;quaternionBP;800;0.00044628322600000003;0.00041466200000000005;0.00040683600000000005;0.004167673
10;classicBP;900;0.000726454021;0.0006205555;0.000609169;0.0038299830000000003
10;quaternionBP;900;0.00047782843900000005;0.0004419665;0.000435497;0.004248832
10;classicBP;1000;0.002235978299;0.0021026515000000003;0.0020579780000000002;0.005399557
10;quaternionBP;1000;0.001932159244;0.0018842560000000002;0.001842454;0.005848144
10;classicBP;2000;0.0018015742870000002;0.001539547;0.0015128040000000002;0.005130371
10;quaternionBP;2000;0.001206642748;0.0011119395000000001;0.001090596;0.00516939
10;classicBP;3000;0.0027976822530000004;0.0023847385;0.002326738;0.006086664
10;quaternionBP;3000;0.0018943663740000002;0.0017460050000000001;0.001716346;0.006191045
