ref;method;size;mean;median;minimum;maximum
600;classicBP;10;8.021667666666667e-6;5.814583333333334e-6;4.899166666666667e-6;0.0007816720000000001
600;quaternionBP;10;5.199833125e-6;4.649375000000001e-6;3.5847500000000003e-6;0.0006348355
600;classicBP;100;0.000230967628;0.000208616;0.00020359300000000001;0.0043001390000000006
600;quaternionBP;100;0.00019341623800000002;0.00018906400000000002;0.000181415;0.004731639
600;classicBP;200;0.00085540891;0.000819121;0.000796978;0.004672091000000001
600;quaternionBP;200;0.000784858895;0.0007698970000000001;0.0007496800000000001;0.005138163
600;classicBP;300;0.001951099352;0.001899536;0.00184833;0.005812005
600;quaternionBP;300;0.0018390209280000002;0.0018149110000000002;0.0017672870000000002;0.006006524
600;classicBP;400;0.0039231937900000005;0.0038596270000000005;0.0037178230000000003;0.007818988
600;quaternionBP;400;0.003755438696;0.003737494;0.0035615440000000003;0.008014349
600;classicBP;500;0.0062490884487500006;0.006153956;0.006097464;0.010248064000000001
600;quaternionBP;500;0.006028525512665863;0.00598944;0.005934657;0.010429204000000001
600;classicBP;600;0.00946160856439394;0.009335441500000001;0.009239215;0.013349226
600;quaternionBP;600;0.009183486062500001;0.009128129;0.009047906000000001;0.01347358
600;classicBP;700;0.014629257853801172;0.014472033;0.014360664;0.018612864
600;quaternionBP;700;0.014226079017045456;0.014158591000000002;0.014078983000000002;0.018702587
600;classicBP;800;0.020444479946938775;0.020270911000000003;0.020097244;0.024622054
600;quaternionBP;800;0.019963575366533867;0.019891459;0.019748835000000003;0.024372236000000002
600;classicBP;900;0.0267620200855615;0.026585853000000003;0.026435617;0.0309325
600;quaternionBP;900;0.026141530177083334;0.026062516;0.025922832000000003;0.030677431
600;classicBP;1000;0.033638330194630875;0.033418092;0.03319305;0.038110540000000005
600;quaternionBP;1000;0.032942318644736845;0.0328634495;0.032677495;0.037811822
600;classicBP;2000;0.09982606966666668;0.09953146;0.098781819;0.103901302
600;quaternionBP;2000;0.09833076578431373;0.09812875500000001;0.09753444500000001;0.10344336300000001
600;classicBP;3000;0.16949603126666668;0.1688936335;0.16815443600000002;0.17518566000000002
600;quaternionBP;3000;0.1669042551;0.166712043;0.16617408;0.172778394
