ref;method;size;mean;median;minimum;maximum
200;classicBP;10;9.074297166666666e-6;6.41525e-6;5.710666666666668e-6;0.0010747406666666668
200;quaternionBP;10;5.882929000000001e-6;4.8211428571428574e-6;4.175142857142857e-6;0.0009732807142857144
200;classicBP;100;0.000255513013;0.000228127;0.000221355;0.0055421640000000005
200;quaternionBP;100;0.000211252661;0.000205145;0.000196543;0.0061824620000000005
200;classicBP;200;0.0009085096650000001;0.0008579400000000001;0.0008412830000000001;0.006072387
200;quaternionBP;200;0.0008424259930000001;0.0008172755000000001;0.000801892;0.0074366020000000005
200;classicBP;300;0.002617258934;0.0024822215000000003;0.002096194;0.008109825000000001
200;quaternionBP;300;0.002389728948;0.0023507405;0.002080464;0.009091954000000001
200;classicBP;400;0.005454950159562842;0.005489323;0.004669033;0.010227899
200;quaternionBP;400;0.004896755484000001;0.0049562625;0.0041707770000000005;0.01119875
200;classicBP;500;0.006133479439803441;0.0060384475;0.005903775;0.009781457
200;quaternionBP;500;0.0059272719679334925;0.005900868500000001;0.005399724000000001;0.01175629
200;classicBP;600;0.007777926529595016;0.007699511500000001;0.007426832;0.011959192
200;quaternionBP;600;0.007484891980509745;0.0074363580000000006;0.007327892000000001;0.012333444
200;classicBP;700;0.009345332373831776;0.009266622;0.009009985;0.013209293
200;quaternionBP;700;0.009046618994565218;0.009032970000000001;0.008730153000000001;0.013775140000000002
200;classicBP;800;0.016164134348387097;0.0159428935;0.015504949;0.020271667
200;quaternionBP;800;0.015973224837060703;0.015919534000000003;0.015752619000000002;0.020592121
200;classicBP;900;0.012926961069767443;0.012817888000000001;0.012522849;0.016869401000000003
200;quaternionBP;900;0.012576186092964825;0.012505578000000002;0.012325732;0.017639838
200;classicBP;1000;0.014967796257485032;0.0148009925;0.014611405000000001;0.019217465
200;quaternionBP;1000;0.014432568504322767;0.014369289;0.014186863000000001;0.019040194
200;classicBP;2000;0.03235137472258065;0.03200088;0.031724614000000005;0.036579619
200;quaternionBP;2000;0.03152919526415095;0.031385871;0.030976984000000003;0.036562162
200;classicBP;3000;0.10353893559183674;0.103129705;0.098868228;0.108626016
200;quaternionBP;3000;0.09744665478846154;0.0975995625;0.09438210400000001;0.103889296
