problem,count_atoms,solutions_classic,solutions_quaternion,MDE_classic,MDE_quaternion,minRMSDclassic,argminRMSDclassic,minRMSDquaternion,argminRMSDquaternion,samples_classic,samples_quaternion,memory_classic,memory_quaternion,allocs_classic,allocs_quaternion,time_classic(mean),time_quaternion(mean),gctime_classic(mean),gctime_quaternion(mean),time_classic(median),time_quaternion(median),gctime_classic(median),gctime_quaternion(median),time_classic(minimum),time_quaternion(minimum),gctime_classic(minimum),gctime_quaternion(minimum),time_classic(maxium),time_quaternion(maxium),gctime_classic(maximum),gctime_quaternion(maximum)
pdb1i2v,266,8,8,2.421990306182338e-13,2.524973894620025e-13,8.912470595048349e-13,5,8.820594447689284e-13,5,100000,100000,2172400,1261648,8657,10213,0.0011302817197400001,0.000973798537,7.414998245e-5,7.585289829e-5,0.0010442445000000001,0.0008906140000000001,0.0,0.0,0.0010197420000000001,0.0008563360000000001,0.0,0.0,0.0048441610000000005,0.005583373,0.003113836,0.0043277
pdb1ijc,380,8,8,1.408155950585583e-11,1.4260321244895398e-11,9.18577696912118e-11,2,9.411037516716302e-11,2,100000,100000,3365712,1882992,13987,16527,0.0017487376879000002,0.0014724002129700002,0.00011041177015,0.00010914333974,0.0016214545000000002,0.0013517490000000002,0.0,0.0,0.001588734,0.0013175530000000002,0.0,0.0,0.007649934000000001,0.006058132000000001,0.002380787,0.004200898000000001
pdb1jlz,140,8,8,5.594058007305007e-13,5.965025863424875e-13,0.0001230421091989065,1,0.00012304210819553374,1,100000,100000,1120336,650416,4525,5325,0.00056665792149,0.00049003067636,3.797106790000001e-5,4.010987861e-5,0.000520921,0.00044118,0.0,0.0,0.000510035,0.000431196,0.0,0.0,0.004195036,0.005332329,0.0031740460000000002,0.004356227
pdb1jw3,842,8,8,5.936111798409873e-13,5.897085497384975e-13,1.9617811038678008e-12,2,1.8087783293907485e-12,2,81580,96589,7048368,4122384,32669,37681,0.0036672139294802652,0.003098260301535372,0.0002525430478058348,0.0002424782638706271,0.003402738,0.002853443,0.0,0.0,0.0033433570000000004,0.002762394,0.0,0.0,0.007674731000000001,0.007858349,0.003057249,0.004368875
pdb1k0v,440,8,8,1.8930653916705706e-13,1.8939895038377546e-13,8.394046965464219e-5,2,8.394046968811055e-5,2,100000,100000,3761840,2164560,15765,18545,0.00195350143303,0.0016898640752600002,0.00012765677021,0.0001264955227,0.0018110060000000002,0.001554973,0.0,0.0,0.0017786700000000002,0.001501685,0.0,0.0,0.005829259000000001,0.0063241420000000005,0.0032273310000000004,0.004260715
pdb1k2h,1120,8,8,5.490340673590205e-13,5.197743377701877e-13,0.0001978839865786599,2,0.0001978839865348568,2,23304,32198,25279728,10542768,155949,181379,0.012856593495451426,0.009304533997608548,0.0009418395599897014,0.0007014115907820362,0.013498754500000001,0.0086254435,0.001604691,0.0,0.011795353000000001,0.008393787,0.0,0.0,0.023115356,0.01449974,0.003722725,0.004559246
pdb1k36,278,8,8,8.820297114321733e-12,1.0814706082529106e-11,1.610006379342415e-10,1,1.807658069417351e-10,1,100000,100000,2234672,1281936,9049,10677,0.00115206779767,0.0009793408386500001,7.740636386e-5,7.773689567e-5,0.001063782,0.0008955430000000001,0.0,0.0,0.0010374310000000001,0.0008601730000000001,0.0,0.0,0.004677756,0.0056709560000000004,0.0028768020000000004,0.0043340060000000005
pdb1k37,278,8,8,4.710693784942335e-13,4.987634154585633e-13,2.1406892022299155e-12,2,2.0317517844687412e-12,2,100000,100000,2236208,1283472,9049,10677,0.0011463406275,0.0009761968362300001,7.733353499e-5,7.791183611000001e-5,0.001058029,0.000891038,0.0,0.0,0.001036653,0.00085753,0.0,0.0,0.004737949,0.0056569640000000004,0.0032384650000000003,0.004310727
pdb1kuw,62,8,8,9.228562737311427e-14,1.1298148211140959e-13,0.00018706113650615268,1,0.00018706113647693306,1,100000,100000,486064,289040,1969,2301,0.00024003292472000003,0.00020741945178000002,1.612409542e-5,1.772263693e-5,0.000219776,0.00018539,0.0,0.0,0.00021266900000000002,0.00017991600000000002,0.0,0.0,0.003926186,0.0051625180000000005,0.003206927,0.0044378460000000005
pdb1kz0,98,8,8,4.4035248738438385e-14,5.880036080886799e-14,6.751168470576702e-13,1,6.25676576010152e-13,1,100000,100000,781680,458704,3153,3701,0.00039209349106,0.00034217843676,2.6571845310000003e-5,2.925132908e-5,0.00036096800000000003,0.000308328,0.0,0.0,0.000352732,0.000299325,0.0,0.0,0.0039049080000000003,0.005072212,0.0032664810000000003,0.004417525
pdb1kz2,98,8,8,2.1190014516803797e-14,2.885934082103534e-14,3.1075537823700856e-6,1,3.1075537916574957e-6,1,100000,100000,792976,470000,3155,3703,0.00039866337917,0.00035051330810000004,2.7446245140000002e-5,3.0128491780000003e-5,0.000366087,0.000315021,0.0,0.0,0.000357327,0.000304868,0.0,0.0,0.003992842,0.005202816000000001,0.0032715300000000004,0.0045106600000000005
pdb1kz5,74,8,8,4.0811088738021134e-14,4.7381668831707303e-14,4.809422423710536e-13,1,5.271573893218681e-13,1,100000,100000,583472,344464,2363,2767,0.00029124219549000004,0.00024955370172000005,1.82570111e-5,1.999601478e-5,0.000267463,0.00022356800000000003,0.0,0.0,0.000259937,0.00021717,0.0,0.0,0.004009953,0.005274597000000001,0.003190441,0.0043363230000000004
pdb1lvz,68,8,8,6.336452242496048e-14,7.314537057698225e-14,0.0014707879041077991,1,0.0014707879041032286,1,100000,100000,537088,319072,2167,2535,0.00026722556233,0.00022835009716,1.773857545e-5,1.8876111490000002e-5,0.00024405000000000002,0.000204116,0.0,0.0,0.00023612800000000003,0.00019757200000000003,0.0,0.0,0.003936243,0.0052861950000000005,0.003186066,0.0043712840000000005
pdb1m4e,122,8,8,5.949266629055329e-13,5.972353334804804e-13,5.4965931608192146e-12,1,5.504761890813087e-12,1,100000,100000,973872,566928,3937,4629,0.00049228724571,0.00042970203206,3.366944921e-5,3.558224419e-5,0.000452394,0.00038808,0.0,0.0,0.000440578,0.00037678500000000003,0.0,0.0,0.003969079,0.004910473,0.0031876070000000003,0.00408735
pdb1ma2,104,8,8,8.694801744300521e-12,8.757390796599352e-12,1.7458227574812493e-10,2,1.7466987887622787e-10,2,100000,100000,827936,478784,3385,3981,0.00041547511472999997,0.00036011144641,2.8320390230000003e-5,3.0548998790000006e-5,0.000382234,0.000324585,0.0,0.0,0.00037120100000000004,0.000316639,0.0,0.0,0.003835995,0.005202995,0.0032120070000000002,0.0045170440000000004
pdb1ma4,104,8,8,7.24668105305702e-14,7.976518346266486e-14,0.0005456888826296465,2,0.0005456888825979904,2,100000,100000,1813216,761728,8149,9993,0.0009021159175200001,0.0006669552367000001,4.955463343000001e-5,4.448125435000001e-5,0.000844682,0.0006158950000000001,0.0,0.0,0.000831256,0.0006030170000000001,0.0,0.0,0.004582154000000001,0.005340490000000001,0.0030014330000000004,0.004305797
pdb1ma5,104,8,8,8.168557658620085e-13,9.043846146750964e-13,9.635818822511338e-5,1,9.635818815043337e-5,1,100000,100000,827104,483136,3349,3933,0.00041649737756,0.00036502362065,2.8778499960000003e-5,3.088732138e-5,0.000382134,0.00032887700000000004,0.0,0.0,0.00037324,0.000318887,0.0,0.0,0.003912276,0.00524606,0.0032353470000000004,0.004538624000000001
pdb1ma6,104,8,8,6.283001746224862e-13,8.487168097227794e-13,1.2440253040949303e-11,2,1.4288089015406086e-11,2,100000,100000,831776,487808,3353,3937,0.00042232453549,0.00036562422171,2.8962963120000004e-5,3.138472366e-5,0.0003874265,0.00032877400000000005,0.0,0.0,0.00037942200000000003,0.00031880200000000003,0.0,0.0,0.0040108010000000005,0.005264086,0.0032088000000000004,0.004520833
pdb1mpe,1352,8,8,2.617145241994659e-11,2.6238755265431896e-11,5.172191640001097e-10,2,5.175078395863392e-10,2,44383,55474,12915792,7095344,67263,77467,0.006741724836513981,0.005393810888380143,0.000511432733659284,0.00043698715329704006,0.00623147,0.0049640695,0.0,0.0,0.006105989,0.004809843,0.0,0.0,0.013292102,0.011048337,0.002247934,0.0033198510000000004
pdb1nd9,296,8,8,3.02571350508679e-13,3.8451156300845893e-13,1.050839461335297e-12,2,8.908181674815268e-13,2,100000,100000,2446896,1431184,9637,11373,0.0012780541948100002,0.00110631500589,8.311970563e-5,8.578095124e-5,0.0011832055,0.0010108635,0.0,0.0,0.001158312,0.0009809690000000002,0.0,0.0,0.005085166,0.005612318000000001,0.003161254,0.0042981270000000005
pdb1ne5,254,128,128,1.213586104684064e-12,1.3836359483984152e-12,1.4844550870901383e-11,33,1.510545457437797e-11,33,17947,21698,31581824,18651136,121281,143375,0.016694193525937484,0.013804677473592037,0.0015680112838914583,0.0013310500941561437,0.017300327,0.012552826500000001,0.002173969,0.0,0.014919136000000001,0.012164524000000001,0.0,0.0,0.023957635,0.020669458,0.004349489000000001,0.005591067000000001
pdb1nmj,170,8,8,1.2362820122119815e-14,1.42217606958349e-14,2.3882780165241706e-13,7,2.3832353426658755e-13,7,100000,100000,1373312,798432,5509,6489,0.00069368229399,0.00059855077287,4.721051319e-5,4.825951264e-5,0.0006375360000000001,0.000540764,0.0,0.0,0.000623514,0.0005298330000000001,0.0,0.0,0.004202918,0.005068622,0.0031283120000000003,0.004022083
pdb1o53,92,8,8,3.9989100509690886e-13,4.5268878428883025e-13,1.0887498796808347e-11,2,1.1251515119837259e-11,2,100000,100000,734016,432032,2959,3471,0.00036189313848000005,0.00031577343027,2.4979776140000003e-5,2.7615857650000002e-5,0.00033239900000000004,0.000283837,0.0,0.0,0.000324602,0.000274593,0.0,0.0,0.003992852,0.0051072570000000005,0.00323242,0.004477334
pdb1oqp,580,8,8,7.044570194672779e-14,8.31407263796928e-14,0.0029347787344543956,2,0.0029347787343765976,2,23925,33751,24251824,8699280,135949,162801,0.01252794095063741,0.008880690845604574,0.0007529399551515153,0.0005460348756777577,0.013065316,0.008332005,0.001314141,0.0,0.011610984000000001,0.008164253,0.0,0.0,0.023158526000000002,0.015940961,0.0032515150000000004,0.00449683
pdb1plw,32,8,8,2.8296252476035342e-14,3.112353486617123e-14,3.0310162175517853e-13,2,3.297283227396899e-13,2,100000,100000,232128,140064,989,1141,0.00011700373564000001,0.00010159271122000001,8.474133780000001e-6,1.0120618200000002e-5,0.00010673900000000001,8.931600000000001e-5,0.0,0.0,0.000100555,8.463800000000001e-5,0.0,0.0,0.004236643,0.005842344,0.003561555,0.0049797700000000006
pdb1plx,32,8,8,1.573988857754821e-13,2.0595869656847543e-13,0.00028524826438671417,1,0.0002852482643692576,1,100000,100000,232128,140064,989,1141,0.00011600876824000001,9.982277300000001e-5,8.45648906e-6,1.0116696990000001e-5,0.00010578200000000001,8.747500000000001e-5,0.0,0.0,9.993e-5,8.317700000000001e-5,0.0,0.0,0.004237998000000001,0.005811031,0.0035662750000000003,0.0049219450000000005
pdb1pv0,278,16,16,2.408766108416449e-13,2.7225259019996084e-13,1.302352009682343e-11,1,1.3017229984284133e-11,1,100000,100000,4448208,2602192,17382,20540,0.00223535670943,0.00190226598496,0.00015725703848,0.0001588705672,0.00205704,0.0017342100000000001,0.0,0.0,0.002021003,0.0016720620000000002,0.0,0.0,0.006640371000000001,0.006756566,0.003289698,0.004410399000000001
pdb1qlk,1108,8,8,2.6342300154626665e-13,2.869684172259383e-13,3.1377969361696884e-5,5,3.137797067397227e-5,5,18059,25064,32875248,12848304,209769,244271,0.016595167043247136,0.011956295234719121,0.001204887128523174,0.0008768374304181296,0.017023708000000002,0.0111017905,0.0016252530000000001,0.0,0.015224366000000001,0.010830523,0.0,0.0,0.027614244000000003,0.018486011,0.0,0.003579932
pdb1r57,614,8,8,1.8473176282447605e-13,2.0538091343270612e-13,0.004333031522288014,2,0.0043330315224099514,2,100000,100000,5092016,2961136,22513,26163,0.0026092701384400003,0.0022151492607900003,0.00017974621108000002,0.00017553905100000001,0.002409566,0.00203148,0.0,0.0,0.002371249,0.0019747930000000003,0.0,0.0,0.006740363,0.006972058000000001,0.0032861680000000003,0.00435198
pdb1ry3,386,8,8,4.937710376554843e-13,5.912780989849136e-13,9.192372159741545e-12,2,9.428510724251947e-12,2,100000,100000,3156240,1825648,13047,15323,0.0015952872623000002,0.0013634358842,0.0001066759384,0.00010808785837000001,0.0014750470000000002,0.0012437115000000002,0.0,0.0,0.0014478540000000002,0.001213459,0.0,0.0,0.0055611210000000005,0.005966099000000001,0.003114668,0.004274783
pdb1s4h,80,8,8,4.695995936221535e-13,6.351117861185952e-13,0.00014642792748595747,2,0.00014642792651929477,2,100000,100000,622800,362800,2557,2997,0.00031031513889,0.00026246003450000003,2.0637936230000002e-5,1.9716559300000003e-5,0.000283865,0.0002366105,0.0,0.0,0.00027679200000000004,0.000229957,0.0,0.0,0.003887358,0.005213556,0.0031448590000000003,0.004309002
pdb1s4j,80,8,8,1.519947644194415e-13,2.0827641065517104e-13,5.850681413304625e-12,2,5.847855996393913e-12,2,100000,100000,632528,372528,2557,2997,0.00031647897242,0.00027605240367000003,1.9382970580000002e-5,2.1259647300000002e-5,0.00029100400000000003,0.000248467,0.0,0.0,0.000285056,0.00024134200000000002,0.0,0.0,0.0038599610000000003,0.0052342050000000005,0.0031255600000000003,0.00431078
pdb1s6j,524,8,8,6.072791358284243e-13,7.660496334340031e-13,6.0202334846945877e-5,1,6.0202334608624205e-5,1,100000,100000,4315792,2502384,18463,21567,0.0022021475514500005,0.00188682615618,0.00014848069032000002,0.00014667243774,0.002040207,0.001732376,0.0,0.0,0.001997814,0.0016868690000000001,0.0,0.0,0.0062721520000000005,0.006399898,0.003155934,0.0042668210000000005
pdb1sa8,638,8,8,9.340093053475898e-13,1.0335568573392697e-12,0.0017169798074767556,1,0.001716979808118482,1,100000,100000,5312528,3100272,23555,27343,0.0027421383105700006,0.00236407906842,0.00018566120256000002,0.00018147282383000003,0.0025427815,0.0021763190000000003,0.0,0.0,0.002495207,0.002111861,0.0,0.0,0.006385514,0.007008165,0.0028565160000000003,0.004258452
pdb1t2y,152,8,8,1.8873551837173494e-13,2.3957205159424117e-13,0.0002546028616378549,1,0.00025460286156871116,1,100000,100000,1228096,716192,4917,5789,0.00063399071807,0.00055358446056,4.20348405e-5,4.387035883e-5,0.000582645,0.000500043,0.0,0.0,0.000568858,0.00048759400000000005,0.0,0.0,0.004051689000000001,0.005327345000000001,0.0031393230000000003,0.004333549
