problem,count_atoms,solutions_classic,solutions_quaternion,MDE_classic,MDE_quaternion,minRMSDclassic,argminRMSDclassic,minRMSDquaternion,argminRMSDquaternion,samples_classic,samples_quaternion,memory_classic,memory_quaternion,allocs_classic,allocs_quaternion,time_classic(mean),time_quaternion(mean),gctime_classic(mean),gctime_quaternion(mean),time_classic(median),time_quaternion(median),gctime_classic(median),gctime_quaternion(median),time_classic(minimum),time_quaternion(minimum),gctime_classic(minimum),gctime_quaternion(minimum),time_classic(maxium),time_quaternion(maxium),gctime_classic(maximum),gctime_quaternion(maximum)
pdb1t5q,180,2,2,3.877485613223851e-14,5.093209832948932e-14,1.0265474943062681e-12,1,1.0479946635080908e-12,1,100000,100000,1023184,412112,4725,5771,0.00052854074559,0.00038148494231,2.8676701400000002e-5,2.3881782340000004e-5,0.00048571100000000005,0.00035356,0.0,0.0,0.000476044,0.000345408,0.0,0.0,0.003567605,0.004884095000000001,0.0029089560000000003,0.004213676
pdb1tot,314,8,8,6.150577993122141e-14,6.854900258896245e-14,0.0034217774663840095,5,0.003421777466391579,5,100000,100000,2579440,1500752,10265,12109,0.00134297540955,0.0011601941099100002,8.820567157000001e-5,8.92923863e-5,0.0012433680000000001,0.0010615730000000001,0.0,0.0,0.001213647,0.001030415,0.0,0.0,0.005145357000000001,0.005722231,0.0031223030000000003,0.004249456
pdb1v6r,128,8,8,6.834575967360837e-13,6.971365007363676e-13,0.00013650492609040764,2,0.00013650492598569775,2,100000,100000,1019520,591584,4133,4861,0.0005058785426100001,0.00044130908306,3.502132039e-5,3.687007187e-5,0.000464328,0.00039778000000000003,0.0,0.0,0.000454237,0.000388479,0.0,0.0,0.003987143,0.005167213,0.003190258,0.004382773
pdb1v92,278,8,8,1.46290263900334e-13,1.6295507770917246e-13,3.132698937839273e-5,1,3.132698943195686e-5,1,100000,100000,2296656,1343920,9051,10679,0.0011757366927100002,0.00101493451057,7.890928417e-5,8.135580313e-5,0.0010850875000000002,0.000925228,0.0,0.0,0.00106214,0.0008948510000000001,0.0,0.0,0.004952033000000001,0.005498006000000001,0.003126863,0.004298056000000001
pdb1vd7,140,8,8,6.341889972539793e-13,7.439353646792772e-13,7.880091440421744e-12,1,7.90219969402264e-12,1,100000,100000,1121520,649008,4543,5349,0.00055742706563,0.00047803594057,3.859928353e-5,4.028550226000001e-5,0.000510248,0.000428985,0.0,0.0,0.000500435,0.00041938800000000003,0.0,0.0,0.004171515000000001,0.005413755,0.003191376,0.004455181
pdb1vd9,140,8,8,1.2899400571410747e-12,1.5536596817506366e-12,1.5513561126357287e-11,1,1.554085880464069e-11,1,100000,100000,1122896,652976,4525,5325,0.0005652588974200001,0.0004894976640100001,3.854532445e-5,4.061403759e-5,0.000518295,0.000440145,0.0,0.0,0.000507286,0.00042930800000000004,0.0,0.0,0.004123539,0.005060074,0.0031740770000000004,0.0040929270000000005
pdb1vdb,140,8,8,9.1078270994894e-13,1.0818422201961222e-12,8.57400382140088e-12,2,8.529121707954292e-12,2,100000,100000,1133136,663216,4525,5325,0.00056000447156,0.0004792084505,3.892317043e-5,4.1201622980000005e-5,0.000512489,0.00042938700000000004,0.0,0.0,0.0005030950000000001,0.00041956500000000005,0.0,0.0,0.003905331,0.005296095000000001,0.0031250970000000003,0.004362323
pdb1vpc,272,8,8,8.509843208635024e-15,1.0023818411924565e-14,0.00043481540602887287,6,0.0004348154060312046,6,100000,100000,2278096,1307472,9123,10805,0.0011578323886500001,0.0009769807557,7.819752516000001e-5,7.974855124e-5,0.0010683845,0.000889421,0.0,0.0,0.001045287,0.000858978,0.0,0.0,0.004912078,0.00542454,0.0031281900000000003,0.004295606
pdb1wnk,140,8,8,4.111999720783572e-12,4.631578028107464e-12,2.22922649127473e-10,1,2.2176566116947847e-10,1,100000,100000,1142000,669488,4543,5349,0.00056799068184,0.00048235901634,3.9370516920000007e-5,4.1445466200000005e-5,0.0005199320000000001,0.00043235200000000005,0.0,0.0,0.0005080060000000001,0.000422069,0.0,0.0,0.004147281,0.005322820000000001,0.003106946,0.0043586910000000005
pdb1wo4,152,8,8,9.957036819419913e-13,9.634377636367834e-13,4.619349261086846e-5,2,4.6193493771860865e-5,2,100000,100000,1213280,701376,4919,5791,0.00060897760099,0.00052366227975,4.1899676470000004e-5,4.337353352e-5,0.0005587695,0.00047161200000000005,0.0,0.0,0.000545294,0.000459925,0.0,0.0,0.004258372,0.005268976000000001,0.003202131,0.004313568
pdb1wo5,152,8,8,2.3720588166957178e-12,2.5144194889432664e-12,2.714677731554893e-10,1,2.7624843453147256e-10,1,100000,100000,1223168,708672,4937,5815,0.00061315956088,0.00052926670256,4.2148207680000005e-5,4.371859998e-5,0.000562964,0.00047630000000000003,0.0,0.0,0.000549384,0.00046569700000000005,0.0,0.0,0.004100966,0.005329729,0.0031757400000000002,0.004365586
pdb1x60,476,8,8,1.0755411418425077e-12,1.1787796769079466e-12,6.7449358210575095e-12,1,6.9447324682737944e-12,1,100000,100000,3951632,2306160,16527,19343,0.00203154592437,0.00175759312462,0.00013613019438,0.00013554657253,0.0018824150000000001,0.0016150580000000002,0.0,0.0,0.001850946,0.0015694110000000002,0.0,0.0,0.006092851000000001,0.006361442,0.003146205,0.0042692780000000005
pdb1y5c,68,8,8,7.693288401297761e-14,9.383123190747227e-14,8.743534628140191e-13,1,8.224214510402907e-13,1,100000,100000,522208,304192,2165,2533,0.00025440255328000003,0.00021699754908000002,1.606115423e-5,1.7980071360000002e-5,0.000233915,0.00019469700000000002,0.0,0.0,0.00022617100000000003,0.00018951000000000002,0.0,0.0,0.0038749210000000004,0.005126297,0.0031722010000000004,0.004390145000000001
pdb1yx7,500,8,8,3.5090906029299443e-12,4.348145163273529e-12,1.364671593277497e-10,5,1.4245482134314393e-10,5,100000,100000,4148176,2418736,17455,20415,0.00212027630087,0.00182162899962,0.00014272680468000002,0.00014160244406,0.001962511,0.001671181,0.0,0.0,0.001930931,0.0016278170000000002,0.0,0.0,0.005902975,0.0065627210000000005,0.0032122390000000004,0.004319989000000001
pdb1yx8,500,8,8,7.284099845728851e-12,8.216840510048262e-12,2.5840723597010696e-10,6,2.6921191993838737e-10,6,100000,100000,4643280,2560080,19855,23445,0.0023614504602000003,0.00197576330686,0.00015588051842000002,0.00014936414869,0.0021905445,0.001820182,0.0,0.0,0.002153536,0.001773175,0.0,0.0,0.005947483000000001,0.0066949110000000004,0.003120639,0.0042765500000000005
pdb1yxr,464,8,8,6.978614170820545e-13,7.989317957792947e-13,0.0009345941891220732,1,0.0009345941892734693,1,100000,100000,3865616,2262128,16063,18807,0.00193930713548,0.00165186257274,0.00013166026093,0.00013341260793,0.001794437,0.0015091330000000002,0.0,0.0,0.001759443,0.0014503370000000001,0.0,0.0,0.00527556,0.0060562540000000005,0.0031353410000000003,0.0040225090000000005
pdb2a4j,580,8,8,2.0851773513224887e-14,2.72664308848793e-14,0.00010516432583115948,2,0.00010516432582689979,2,100000,100000,5446032,2961680,25067,29453,0.0027639068435000003,0.0022746870768100003,0.00018954625456000002,0.00017633438558000003,0.0025604715,0.0020941815000000003,0.0,0.0,0.002522013,0.002038954,0.0,0.0,0.007257237000000001,0.0070346,0.0031677800000000002,0.004333506
pdb2adn,868,8,8,6.6933517419392244e-12,6.4648192887763e-12,2.3364233138911157e-10,1,2.3187885041006031e-10,1,50453,66156,11687344,5539216,60957,71681,0.005934812211246111,0.004526608352923393,0.0004099842046657285,0.00033932193866013666,0.0055305350000000005,0.0041888475000000005,0.0,0.0,0.005451321,0.004085982,0.0,0.0,0.012209578,0.010003392,0.0034743440000000003,0.004489939
pdb2ajj,170,8,8,5.6406947652155e-14,6.584272523829733e-14,0.0002980958288706877,1,0.0002980958288270895,1,100000,100000,1382496,807616,5507,6487,0.00068614387708,0.0005838882229000001,4.746912548e-5,4.9394642170000005e-5,0.0006294725,0.000525466,0.0,0.0,0.000615503,0.000514697,0.0,0.0,0.004046923,0.005387169000000001,0.0031053200000000004,0.00436647
pdb2ajm,170,8,8,1.183469151579214e-13,1.5549724405216384e-13,2.4063139550535694e-12,2,2.7000588108624258e-12,2,100000,100000,1388768,811296,5523,6509,0.00069037069078,0.0005942541739700001,4.7591577910000005e-5,4.9283813920000004e-5,0.000632808,0.0005360580000000001,0.0,0.0,0.0006222830000000001,0.000523825,0.0,0.0,0.00395181,0.0051845500000000004,0.003096348,0.0042676500000000004
pdb2ajn,170,8,8,1.0764443249097853e-13,1.2173457963290335e-13,0.00043268100539261753,1,0.0004326810055236854,1,100000,100000,1384160,806688,5523,6509,0.00068241686335,0.0005796395080000001,4.7586367250000004e-5,4.919283118e-5,0.0006254725,0.000521492,0.0,0.0,0.000614995,0.000510035,0.0,0.0,0.004052995,0.005276279,0.003129657,0.004340764
pdb2ajo,170,8,8,1.183469151579214e-13,1.5549724405216384e-13,2.4063139550535694e-12,2,2.7000588108624258e-12,2,100000,100000,1388768,811296,5523,6509,0.00068944544259,0.0005957235308900001,4.764142105e-5,4.940535485000001e-5,0.000632141,0.0005375040000000001,0.0,0.0,0.00062117,0.000525899,0.0,0.0,0.00400215,0.005189096000000001,0.0031370670000000003,0.004267386000000001
pdb2akk,446,8,8,1.2885246613214904e-13,1.2788921379686186e-13,0.0030415618456038017,2,0.00304156184557922,2,100000,100000,3686992,2146480,15367,18003,0.0019130517759100001,0.00166439238654,0.00012712493769000003,0.00012697943993,0.0017725170000000001,0.0015298345,0.0,0.0,0.001738567,0.0014734400000000001,0.0,0.0,0.005917451000000001,0.006011627,0.0031400770000000002,0.004220611
pdb2bzb,748,8,8,9.36132411204935e-14,1.2240382206890097e-13,4.649836501340558e-13,5,6.011254305244192e-13,5,14434,20743,40913168,14147792,233607,279665,0.020768578324165166,0.014453519351781324,0.001231299723707912,0.0008835813214578413,0.020878808500000002,0.013607746,0.001367018,0.0,0.019290219,0.013318418,0.0,0.0,0.035539459,0.019198746000000003,0.0,0.004176967
pdb2c0s,386,8,8,3.028186783751086e-13,3.380094345066384e-13,0.010792851752373855,6,0.010792851752114963,6,100000,100000,3257392,1887920,13409,15775,0.00164786645554,0.0013742963812500002,0.00011182801128000002,0.00011257881065,0.0015208790000000002,0.001249997,0.0,0.0,0.001494904,0.001221405,0.0,0.0,0.00521543,0.005984058,0.003221095,0.004261211
pdb2dci,120,2,2,2.3658027374749928e-14,2.949889214244713e-14,2.0906709188144603e-13,1,3.373231890271659e-13,1,100000,100000,673392,272240,3125,3811,0.00035555473661000005,0.00026815757566,1.7954077330000003e-5,1.616384282e-5,0.00033281,0.000248949,0.0,0.0,0.00032448400000000005,0.00024213900000000002,0.0,0.0,0.0034772880000000003,0.004615776,0.002900057,0.004276861
